new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location
431,570,Highways,1,Amelanchier lamarckii,June Berry,5,3,14,Semi-mature,-0.13648,51.553907,"(51.553907, -0.13648)"
432,10750,Parks,1,Prunus avium,"Cherry - Wild, Gean",17,7,47,Mature,-0.141806,51.56441,"(51.56441, -0.141806)"
433,13241,Highways,1,Acer campestre,Maple - Field,8,5,27,Semi-mature,-0.2031,51.54787,"(51.54787, -0.2031)"
434,14783,Highways,1,Crataegus monogyna,Hawthorn - Common,7,6,23,Mature,-0.143412,51.559106,"(51.559106, -0.143412)"
435,3131,Highways,1,Tilia euchlora,Lime - Caucasian,23,20,94,Late mature,-0.174428,51.557128,"(51.557128, -0.174428)"
436,4937,Highways,1,Malus unidentified species,Apple,6,5,31,Mature,-0.140295,51.545414,"(51.545414, -0.140295)"
437,4273,Highways,1,Amelanchier lamarckii,June Berry,5,2,12,Semi-mature,-0.134826,51.547644,"(51.547644, -0.134826)"
438,460,Housing,1,Tilia europaea,Lime - Common,21,9,55,Mature,-0.204207,51.547716,"(51.547716, -0.204207)"
439,5430,Housing,1,Tilia europaea,Lime - Common,20,9,40,Mature,-0.204286,51.547643,"(51.547643, -0.204286)"
440,10156,Parks,1,Platanus x hispanica,London plane,25,16,80,Mature,-0.147293,51.557795,"(51.557795, -0.147293)"
441,24435,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,7,34,Semi-mature,-0.147432,51.548943,"(51.548943, -0.147432)"
442,13183,Highways,1,Tilia europaea,Lime - Common,15,8,35,Semi-mature,-0.116178,51.523264,"(51.523264, -0.116178)"
443,11463,Highways,1,Platanus x hispanica,London plane,10,7,38,Semi-mature,-0.150138,51.543084,"(51.543084, -0.150138)"
444,17570,Highways,1,Platanus x hispanica,London plane,18,9,59,Mature,-0.130797,51.538218,"(51.538218, -0.130797)"
445,15714,Housing,1,Robinia pseudoacacia,False Acacia,18,12,80,Mature,-0.160305,51.551307,"(51.551307, -0.160305)"
446,19066,Highways,1,Fraxinus excelsior,Ash,18,9,40,Semi-mature,-0.124665,51.527562,"(51.527562, -0.124665)"
447,21817,Highways,1,Platanus x hispanica,London plane,22,12,77,Mature,-0.111676,51.522598,"(51.522598, -0.111676)"
448,8423,Parks,1,Platanus x hispanica,London plane,22,20,117,Mature,-0.132083,51.544428,"(51.544428, -0.132083)"
449,14793,Highways,1,Platanus x hispanica,London plane,9,5,20,Semi-mature,-0.135703,51.537083,"(51.537083, -0.135703)"
450,21431,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,8,3,19,Semi-mature,-0.11875,51.520501,"(51.520501, -0.11875)"
451,16532,Housing,1,Betula pendula,Birch - Silver,17,9,40,Mature,-0.161583,51.552257,"(51.552257, -0.161583)"
452,19652,Highways,1,Tilia europaea,Lime - Common,13,7,56,Mature,-0.17046,51.544474,"(51.544474, -0.17046)"
453,2074,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,8,49,Mature,-0.135756,51.54686,"(51.54686, -0.135756)"
454,20925,Highways,1,Tilia europaea,Lime - Common,17,6,65,Mature,-0.174741,51.552967,"(51.552967, -0.174741)"
455,14399,Highways,1,Platanus x hispanica,London plane,19,13,86,Mature,-0.207567,51.551715,"(51.551715, -0.207567)"
456,2897,Housing,1,Crataegus monogyna,Hawthorn - Common,5,4,15,Mature,-0.138912,51.537065,"(51.537065, -0.138912)"
457,23838,Highways,1,Tilia europaea,Lime - Common,14,8,55,Mature,-0.151325,51.569661,"(51.569661, -0.151325)"
458,19933,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,4,32,Mature,-0.145608,51.545277,"(51.545277, -0.145608)"
459,8083,Highways,1,Tilia europaea,Lime - Common,10,3,49,Mature,-0.206616,51.551494,"(51.551494, -0.206616)"
460,3833,Housing,1,Tilia europaea,Lime - Common,15,9,62,Mature,-0.155004,51.543997,"(51.543997, -0.155004)"
461,1799,Housing,1,Platanus x hispanica,London plane,14,7,24,Mature,-0.141308,51.565643,"(51.565643, -0.141308)"
462,14997,Highways,1,Amelanchier lamarckii,June Berry,7,3,16,Semi-mature,-0.197083,51.551522,"(51.551522, -0.197083)"
463,4374,Highways,1,Acer platanoides,Maple - Norway,10,4,34,Semi-mature,-0.194646,51.545903,"(51.545903, -0.194646)"
464,8152,Highways,1,Amelanchier lamarckii,June Berry,5,3,8,Young,-0.162481,51.554656,"(51.554656, -0.162481)"
465,6775,Highways,1,Alnus cordata,Alder - Italian,22,7,58,Mature,-0.132576,51.528852,"(51.528852, -0.132576)"
466,12605,Housing,1,Robinia pseudoacacia,False Acacia,14,9,34,Semi-mature,-0.119899,51.527884,"(51.527884, -0.119899)"
467,7796,Highways,1,Acer pseudoplatanus,Sycamore,16,12,59,Mature,-0.163487,51.545395,"(51.545395, -0.163487)"
468,22012,Highways,1,Platanus x hispanica,London plane,18,8,46,Mature,-0.108503,51.519273,"(51.519273, -0.108503)"
469,6179,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,18,8,55,Mature,-0.117407,51.527955,"(51.527955, -0.117407)"
470,12814,Highways,1,Platanus x hispanica,London plane,21,12,78,Mature,-0.179144,51.553986,"(51.553986, -0.179144)"
471,23218,Highways,1,Acer campestre,Maple - Field,6,5,19,Semi-mature,-0.2022,51.551169,"(51.551169, -0.2022)"
472,17402,Highways,1,Tilia europaea,Lime - Common,19,6,64,Mature,-0.158014,51.550775,"(51.550775, -0.158014)"
473,9943,Housing,1,Platanus x hispanica,London plane,31,16,122,Mature,-0.120258,51.526997,"(51.526997, -0.120258)"
474,24034,Housing,1,Platanus x hispanica,London plane,18,10,51,Mature,-0.110877,51.52111,"(51.52111, -0.110877)"
475,9459,Parks,1,Aesculus hippocastanum,Horse Chestnut,15,13,83,Mature,-0.197741,51.544412,"(51.544412, -0.197741)"
476,11118,Housing,1,Platanus x hispanica,London plane,21,6,39,Mature,-0.130295,51.533175,"(51.533175, -0.130295)"
477,16279,Highways,1,Platanus x hispanica,London plane,22,7,37,Mature,-0.134209,51.519383,"(51.519383, -0.134209)"
478,15251,Housing,1,Betula pendula,Birch - Silver,10,6,21,Semi-mature,-0.198819,51.54487,"(51.54487, -0.198819)"
479,19755,Housing,1,Tilia europaea,Lime - Common,18,6,55,Mature,-0.189281,51.541843,"(51.541843, -0.189281)"
480,22704,Housing,1,Tilia europaea,Lime - Common,15,5,49,Mature,-0.171227,51.596542,"(51.596542, -0.171227)"
481,21310,Highways,1,Betula pendula,Birch - Silver,12,9,33,Mature,-0.1907,51.551816,"(51.551816, -0.1907)"
482,17698,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,5,26,Semi-mature,-0.154381,51.546292,"(51.546292, -0.154381)"
483,22077,Housing,1,Betula pendula,Birch - Silver,12,5,32,Mature,-0.137648,51.53524,"(51.53524, -0.137648)"
484,511,Highways,1,Platanus x hispanica,London plane,23,16,80,Mature,-0.128628,51.518515,"(51.518515, -0.128628)"
485,8129,Highways,1,Platanus x hispanica,London plane,27,20,117,Mature,-0.131072,51.527417,"(51.527417, -0.131072)"
486,4639,Housing,1,Platanus x hispanica,London plane,24,16,106,Mature,-0.136623,51.54247,"(51.54247, -0.136623)"
487,19246,Highways,1,Platanus x hispanica,London plane,10,6,29,Semi-mature,-0.194025,51.540821,"(51.540821, -0.194025)"
488,9137,Highways,1,Platanus x hispanica,London plane,7,6,27,Semi-mature,-0.111788,51.522768,"(51.522768, -0.111788)"
489,21068,Highways,1,Alnus cordata,Alder - Italian,24,9,70,Mature,-0.123854,51.523382,"(51.523382, -0.123854)"
490,7334,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,6,25,Semi-mature,-0.13545,51.550594,"(51.550594, -0.13545)"
491,16050,Highways,1,Sorbus aria,Whitebeam,4,3,7,Semi-mature,-0.145258,51.542986,"(51.542986, -0.145258)"
492,13573,Highways,1,Platanus x hispanica,London plane,12,8,45,Semi-mature,-0.146415,51.562139,"(51.562139, -0.146415)"
493,17800,Housing,1,Acer platanoides,Maple - Norway,14,9,65,Mature,-0.138437,51.536167,"(51.536167, -0.138437)"
494,21461,Highways,1,Fraxinus excelsior,Ash,16,8,50,Mature,-0.133697,51.552099,"(51.552099, -0.133697)"
495,13074,Housing,1,Acer pseudoplatanus,Sycamore,18,14,65,Mature,-0.122901,51.527598,"(51.527598, -0.122901)"
496,18131,Housing,1,Platanus x hispanica,London plane,20,9,52,Mature,-0.149171,51.544973,"(51.544973, -0.149171)"
497,14939,Highways,1,Tilia europaea,Lime - Common,8,4,40,Semi-mature,-0.13811,51.555533,"(51.555533, -0.13811)"
498,2756,Highways,1,Fraxinus excelsior,Ash,16,7,67,Mature,-0.159638,51.545601,"(51.545601, -0.159638)"
499,21293,Housing,1,Platanus x hispanica,London plane,17,12,52,Mature,-0.207962,51.554573,"(51.554573, -0.207962)"
500,3912,Housing,1,Fraxinus excelsior,Ash,16,12,46,Mature,-0.173772,51.557697,"(51.557697, -0.173772)"
501,1113,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,3,20,Semi-mature,-0.143223,51.53287,"(51.53287, -0.143223)"
502,23210,Parks,1,Platanus x hispanica,London plane,10,8,41,Semi-mature,-0.143025,51.529526,"(51.529526, -0.143025)"
503,15467,Highways,1,Platanus x hispanica,London plane,26,15,76,Mature,-0.128279,51.520427,"(51.520427, -0.128279)"
504,3572,Highways,1,Platanus x hispanica,London plane,22,14,91,Mature,-0.128522,51.518557,"(51.518557, -0.128522)"
505,22015,Highways,1,Platanus x hispanica,London plane,22,11,66,Mature,-0.13215,51.522581,"(51.522581, -0.13215)"
506,3858,Parks,1,Platanus x hispanica,London plane,22,16,77,Mature,-0.172442,51.543257,"(51.543257, -0.172442)"
507,21327,Housing,1,Platanus x hispanica,London plane,15,9,42,Mature,-0.141331,51.565683,"(51.565683, -0.141331)"
508,9206,Highways,1,Platanus x hispanica,London plane,17,6,46,Mature,-0.130653,51.520194,"(51.520194, -0.130653)"
509,15065,Highways,1,Ginkgo biloba,Maidenhair tree,3,2,5,Young,-0.171245,51.548346,"(51.548346, -0.171245)"
510,15930,Highways,1,Platanus x hispanica,London plane,8,6,18,Early mature,-0.125805,51.534325,"(51.534325, -0.125805)"
511,14947,Housing,1,Carpinus betulus,Hornbeam,12,6,20,Semi-mature,-0.156532,51.54701,"(51.54701, -0.156532)"
512,21371,Parks,1,Platanus x hispanica,London plane,22,14,70,Mature,-0.148249,51.55843,"(51.55843, -0.148249)"
513,18790,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,5,3,14,Young,-0.133223,51.543592,"(51.543592, -0.133223)"
514,16688,Housing,1,Acer platanoides,Maple - Norway,9,7,28,Semi-mature,-0.143722,51.527781,"(51.527781, -0.143722)"
515,16195,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,6,4,17,Semi-mature,-0.140349,51.547304,"(51.547304, -0.140349)"
516,20696,Housing,1,Platanus x hispanica,London plane,14,8,44,Mature,-0.165515,51.551448,"(51.551448, -0.165515)"
517,5716,Highways,1,Tilia euchlora,Lime - Caucasian,14,6,28,Semi-mature,-0.133965,51.536235,"(51.536235, -0.133965)"
518,24307,Parks,1,Platanus x hispanica,London plane,22,20,122,Mature,-0.142272,51.527797,"(51.527797, -0.142272)"
519,16428,Highways,1,Platanus x hispanica,London plane,14,7,38,Semi-mature,-0.111642,51.522671,"(51.522671, -0.111642)"
520,2302,Highways,1,Amelanchier lamarckii,June Berry,6,4,14,Semi-mature,-0.149758,51.547188,"(51.547188, -0.149758)"
521,9223,Highways,1,Tilia europaea,Lime - Common,6,3,27,Semi-mature,-0.13838,51.546549,"(51.546549, -0.13838)"
522,16717,Highways,1,Betula pendula,Birch - Silver,9,8,26,Mature,-0.128883,51.547423,"(51.547423, -0.128883)"
523,3316,Highways,1,Tilia europaea,Lime - Common,13,7,68,Mature,-0.163051,51.558406,"(51.558406, -0.163051)"
524,11186,Highways,1,Carpinus betulus,Hornbeam,4,2,9,Young,-0.141428,51.559936,"(51.559936, -0.141428)"
525,6513,Highways,1,Platanus x hispanica,London plane,11,6,34,Semi-mature,-0.122867,51.538389,"(51.538389, -0.122867)"
526,10802,Highways,1,Tilia euchlora,Lime - Caucasian,14,4,40,Mature,-0.161197,51.557875,"(51.557875, -0.161197)"
527,19508,Housing,1,Platanus x hispanica,London plane,16,10,71,Mature,-0.188115,51.54892,"(51.54892, -0.188115)"
528,13077,Highways,1,Prunus kanzan,Cherry - Double pint,6,4,13,Semi-mature,-0.179781,51.558089,"(51.558089, -0.179781)"
529,558,Highways,1,Platanus x hispanica,London plane,13,10,55,Mature,-0.164439,51.54683,"(51.54683, -0.164439)"
530,3622,Highways,1,Platanus x hispanica,London plane,9,5,34,Semi-mature,-0.155701,51.541073,"(51.541073, -0.155701)"
531,19808,Housing,1,Tilia europaea,Lime - Common,18,9,60,Mature,-0.163211,51.551528,"(51.551528, -0.163211)"
532,9138,Highways,1,Acer platanoides,Maple - Norway,10,5,32,Semi-mature,-0.210806,51.553237,"(51.553237, -0.210806)"
533,23818,Highways,1,Amelanchier lamarckii,June Berry,3,2,6,Young,-0.136307,51.546391,"(51.546391, -0.136307)"
534,4960,Highways,1,Platanus x hispanica,London plane,15,9,77,Mature,-0.14046,51.53471,"(51.53471, -0.14046)"
535,20305,Housing,1,Fraxinus excelsior,Ash,5,5,34,Semi-mature,-0.16203,51.543568,"(51.543568, -0.16203)"
536,23814,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,5,4,11,Semi-mature,-0.158646,51.549677,"(51.549677, -0.158646)"
537,12955,Housing,1,Platanus x hispanica,London plane,12,6,32,Semi-mature,-0.163884,51.551294,"(51.551294, -0.163884)"
538,17141,Housing,1,Carpinus betulus,Hornbeam,8,5,29,Semi-mature,-0.156797,51.552223,"(51.552223, -0.156797)"
539,6909,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,10,45,Mature,-0.120789,51.528108,"(51.528108, -0.120789)"
540,5013,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,15,Semi-mature,-0.136104,51.553117,"(51.553117, -0.136104)"
541,6924,Housing,1,Acer pseudoplatanus,Sycamore,13,10,36,Semi-mature,-0.15248,51.547235,"(51.547235, -0.15248)"
542,3144,Highways,1,Platanus x hispanica,London plane,13,7,65,Semi-mature,-0.11368,51.522184,"(51.522184, -0.11368)"
543,2725,Highways,1,Prunus kanzan,Cherry - Double pint,5,4,29,Semi-mature,-0.171896,51.545166,"(51.545166, -0.171896)"
544,24032,Highways,1,Crataegus monogyna,Hawthorn - Common,7,4,17,Semi-mature,-0.145197,51.546508,"(51.546508, -0.145197)"
545,9955,Housing,1,Aesculus hippocastanum,Horse Chestnut,16,8,45,Semi-mature,-0.199108,51.545808,"(51.545808, -0.199108)"
546,16441,Highways,1,Malus unidentified species,Apple,6,4,18,Mature,-0.156056,51.554738,"(51.554738, -0.156056)"
547,15615,Highways,1,Tilia euchlora,Lime - Caucasian,10,6,35,Mature,-0.163049,51.558147,"(51.558147, -0.163049)"
548,20032,Highways,1,Platanus x hispanica,London plane,20,10,67,Mature,-0.174098,51.544033,"(51.544033, -0.174098)"
549,9917,Highways,1,Platanus x hispanica,London plane,23,10,57,Mature,-0.108028,51.518809,"(51.518809, -0.108028)"
550,19367,Highways,1,Alnus cordata,Alder - Italian,25,9,64,Mature,-0.13039,51.534463,"(51.534463, -0.13039)"
551,9354,Highways,1,Platanus x hispanica,London plane,15,9,41,Mature,-0.116602,51.518414,"(51.518414, -0.116602)"
552,18977,Highways,1,Tilia europaea,Lime - Common,12,7,25,Semi-mature,-0.118642,51.517591,"(51.517591, -0.118642)"
553,2442,Housing,1,Acer pseudoplatanus,Sycamore,14,12,51,Mature,-0.153267,51.547198,"(51.547198, -0.153267)"
554,17099,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,5,25,Semi-mature,-0.121498,51.52787,"(51.52787, -0.121498)"
555,9574,Highways,1,Acer campestre,Maple - Field,9,5,22,Semi-mature,-0.123883,51.519772,"(51.519772, -0.123883)"
556,16308,Housing,1,Robinia pseudoacacia,False Acacia,11,7,96,Mature,-0.183075,51.550961,"(51.550961, -0.183075)"
557,10588,Highways,1,Platanus x hispanica,London plane,20,8,42,Mature,-0.134759,51.542479,"(51.542479, -0.134759)"
558,3786,Housing,1,Prunus avium,"Cherry - Wild, Gean",4,5,12,Young,-0.149473,51.553545,"(51.553545, -0.149473)"
559,21739,Highways,1,Tilia europaea,Lime - Common,23,10,78,Mature,-0.190441,51.562555,"(51.562555, -0.190441)"
560,7107,Highways,1,Tilia euchlora,Lime - Caucasian,10,6,33,Semi-mature,-0.204934,51.552894,"(51.552894, -0.204934)"
561,23021,Parks,1,Platanus x hispanica,London plane,24,21,158,Late mature,-0.123054,51.519422,"(51.519422, -0.123054)"
562,5649,Highways,1,Platanus x hispanica,London plane,20,7,50,Mature,-0.135516,51.528225,"(51.528225, -0.135516)"
563,5372,Housing,1,Aesculus hippocastanum,Horse Chestnut,15,10,44,Mature,-0.185136,51.559121,"(51.559121, -0.185136)"
564,13347,Highways,1,Platanus x hispanica,London plane,20,8,45,Mature,-0.136841,51.523914,"(51.523914, -0.136841)"
565,5181,Housing,1,Betula pendula,Birch - Silver,7,2,8,Early mature,-0.14012,51.530063,"(51.530063, -0.14012)"
566,11392,Highways,1,Platanus x hispanica,London plane,15,12,58,Mature,-0.149508,51.561958,"(51.561958, -0.149508)"
567,1309,Highways,1,Carpinus betulus,Hornbeam,5,3,6,Young,-0.114616,51.524571,"(51.524571, -0.114616)"
568,19675,Housing,1,Acer pseudoplatanus,Sycamore,10,7,28,Semi-mature,-0.1537,51.550217,"(51.550217, -0.1537)"
569,6069,Parks,1,Prunus kanzan,Cherry - Double pint,4,2,9,Semi-mature,-0.163235,51.547238,"(51.547238, -0.163235)"
570,9481,Highways,1,Aesculus hippocastanum,Horse Chestnut,15,8,60,Mature,-0.188588,51.560808,"(51.560808, -0.188588)"
571,21775,Parks,1,Aesculus hippocastanum,Horse Chestnut,22,16,80,Mature,-0.147913,51.557441,"(51.557441, -0.147913)"
572,7197,Highways,1,Acer campestre,Maple - Field,5,4,15,Young,-0.204175,51.55392,"(51.55392, -0.204175)"
573,6058,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,7,20,Semi-mature,-0.160712,51.541923,"(51.541923, -0.160712)"
574,3623,Highways,1,Platanus x hispanica,London plane,20,11,109,Mature,-0.159493,51.545558,"(51.545558, -0.159493)"
575,23422,Parks,1,Robinia pseudoacacia,False Acacia,6,3,13,Semi-mature,-0.133943,51.54082,"(51.54082, -0.133943)"
576,4205,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,6,32,Semi-mature,-0.127504,51.54593,"(51.54593, -0.127504)"
577,17722,Highways,1,Platanus x hispanica,London plane,20,6,30,Semi-mature,-0.134564,51.542443,"(51.542443, -0.134564)"
578,21224,Highways,1,Platanus x hispanica,London plane,13,5,60,Mature,-0.149946,51.557156,"(51.557156, -0.149946)"
579,9768,Highways,1,Tilia europaea,Lime - Common,14,8,37,Semi-mature,-0.145375,51.560755,"(51.560755, -0.145375)"
580,17228,Highways,1,Carpinus betulus,Hornbeam,4,1,5,Young,-0.171808,51.54259,"(51.54259, -0.171808)"
581,12728,Housing,1,Tilia europaea,Lime - Common,15,6,54,Mature,-0.192705,51.542068,"(51.542068, -0.192705)"
582,8525,Parks,1,Ilex aquifolium,Holly,8,5,23,Semi-mature,-0.124651,51.521606,"(51.521606, -0.124651)"
583,20612,Highways,1,Carpinus betulus,Hornbeam,3,2,5,Young,-0.141149,51.559113,"(51.559113, -0.141149)"
584,2473,Highways,1,Robinia pseudoacacia,False Acacia,16,8,48,Mature,-0.138592,51.523636,"(51.523636, -0.138592)"
585,23064,Highways,1,Platanus x hispanica,London plane,10,5,17,Young,-0.119863,51.516973,"(51.516973, -0.119863)"
586,2781,Highways,1,Platanus x hispanica,London plane,9,7,52,Mature,-0.136854,51.55445,"(51.55445, -0.136854)"
587,4431,Housing,1,Fraxinus excelsior,Ash,22,16,70,Mature,-0.184564,51.558829,"(51.558829, -0.184564)"
588,21840,Housing,1,Aesculus hippocastanum,Horse Chestnut,10,8,41,Semi-mature,-0.191311,51.537168,"(51.537168, -0.191311)"
589,8084,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,9,44,Mature,-0.123926,51.527471,"(51.527471, -0.123926)"
590,6635,Housing,1,Acer platanoides,Maple - Norway,13,9,44,Mature,-0.176143,51.542722,"(51.542722, -0.176143)"
591,21813,Highways,1,Alnus cordata,Alder - Italian,3,2,4,Young,-0.192868,51.53893,"(51.53893, -0.192868)"
592,20912,Highways,1,Platanus x hispanica,London plane,23,18,135,Mature,-0.175786,51.550896,"(51.550896, -0.175786)"
593,12477,Highways,1,Acer pseudoplatanus,Sycamore,15,10,52,Mature,-0.164174,51.555979,"(51.555979, -0.164174)"
594,16832,Housing,1,Platanus x hispanica,London plane,16,11,63,Mature,-0.207075,51.553702,"(51.553702, -0.207075)"
595,14611,Housing,1,Platanus x hispanica,London plane,17,9,49,Mature,-0.14128,51.565552,"(51.565552, -0.14128)"
596,19329,Highways,1,Acer platanoides,Maple - Norway,7,5,31,Mature,-0.1958,51.543613,"(51.543613, -0.1958)"
597,5117,Housing,1,Platanus x hispanica,London plane,16,8,54,Mature,-0.147948,51.54593,"(51.54593, -0.147948)"
598,18992,Parks,1,Acer campestre,Maple - Field,15,10,46,Mature,-0.148355,51.557788,"(51.557788, -0.148355)"
599,4847,Highways,1,Platanus x hispanica,London plane,23,10,66,Mature,-0.134421,51.521818,"(51.521818, -0.134421)"
600,5765,Highways,1,Sorbus aria,Whitebeam,10,5,40,Mature,-0.18426,51.540475,"(51.540475, -0.18426)"
601,23984,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,5,2,8,Young,-0.176869,51.554025,"(51.554025, -0.176869)"
602,22395,Highways,1,Aesculus hippocastanum,Horse Chestnut,8,7,27,Semi-mature,-0.151151,51.569582,"(51.569582, -0.151151)"
603,24181,Housing,1,Acer pseudoplatanus,Sycamore,15,8,43,Mature,-0.141105,51.561305,"(51.561305, -0.141105)"
604,9509,Highways,1,Platanus x hispanica,London plane,14,6,57,Mature,-0.13042,51.537735,"(51.537735, -0.13042)"
605,4351,Highways,1,Acer pseudoplatanus,Sycamore,16,9,51,Mature,-0.170167,51.55005,"(51.55005, -0.170167)"
606,8898,Housing,1,Prunus cerasifera 'Pissardii',Plum,6,4,21,Mature,-0.13742,51.537501,"(51.537501, -0.13742)"
607,6778,Highways,1,Platanus x hispanica,London plane,22,15,61,Mature,-0.120024,51.51674,"(51.51674, -0.120024)"
608,10296,Highways,1,Sorbus aria,Whitebeam,6,3,21,Semi-mature,-0.137101,51.550348,"(51.550348, -0.137101)"
609,21216,Parks,1,Tilia europaea,Lime - Common,14,7,41,Mature,-0.135952,51.534607,"(51.534607, -0.135952)"
610,18989,Highways,1,Fraxinus excelsior,Ash,6,4,25,Semi-mature,-0.114972,51.521706,"(51.521706, -0.114972)"
611,1351,Highways,1,Platanus x hispanica,London plane,21,15,83,Mature,-0.118359,51.52692,"(51.52692, -0.118359)"
612,16530,Highways,1,Robinia pseudoacacia,False Acacia,20,11,61,Late mature,-0.117678,51.522568,"(51.522568, -0.117678)"
613,20183,Highways,1,Fraxinus excelsior,Ash,15,8,55,Mature,-0.139622,51.541795,"(51.541795, -0.139622)"
614,15914,Housing,1,Betula pendula,Birch - Silver,8,3,20,Mature,-0.134914,51.534256,"(51.534256, -0.134914)"
615,7084,Highways,1,Platanus x hispanica,London plane,11,5,43,Mature,-0.141473,51.545432,"(51.545432, -0.141473)"
616,20049,Parks,1,Robinia pseudoacacia,False Acacia,12,7,42,Mature,-0.129039,51.532462,"(51.532462, -0.129039)"
617,15826,Housing,1,Ilex aquifolium,Holly,8,5,20,Mature,-0.20427,51.547765,"(51.547765, -0.20427)"
618,8891,Highways,1,Robinia pseudoacacia,False Acacia,12,8,51,Mature,-0.17503,51.544837,"(51.544837, -0.17503)"
619,22778,Highways,1,Amelanchier lamarckii,June Berry,5,2,12,Semi-mature,-0.200881,51.551866,"(51.551866, -0.200881)"
620,7799,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,2,10,Semi-mature,-0.146377,51.543256,"(51.543256, -0.146377)"
621,14887,Housing,1,Fraxinus excelsior,Ash,14,10,52,Mature,-0.155995,51.547745,"(51.547745, -0.155995)"
622,19165,Highways,1,Tilia europaea,Lime - Common,18,5,56,Mature,-0.172484,51.551231,"(51.551231, -0.172484)"
623,12509,Highways,1,Tilia europaea,Lime - Common,9,4,38,Semi-mature,-0.13673,51.546415,"(51.546415, -0.13673)"
624,17811,Parks,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,5,2,14,Semi-mature,-0.147457,51.547013,"(51.547013, -0.147457)"
625,7539,Housing,1,Platanus x hispanica,London plane,22,15,60,Mature,-0.153936,51.553165,"(51.553165, -0.153936)"
626,22895,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,3,17,Semi-mature,-0.118691,51.527337,"(51.527337, -0.118691)"
627,13033,Highways,1,Tilia europaea,Lime - Common,13,5,36,Mature,-0.151365,51.569574,"(51.569574, -0.151365)"
628,10102,Parks,1,Betula pendula,Birch - Silver,10,3,20,Semi-mature,-0.142681,51.529503,"(51.529503, -0.142681)"
629,255,Highways,1,Platanus x hispanica,London plane,21,10,67,Mature,-0.129758,51.527912,"(51.527912, -0.129758)"
630,16842,Highways,1,Acer platanoides,Maple - Norway,10,6,33,Semi-mature,-0.187443,51.546333,"(51.546333, -0.187443)"
631,13101,Housing,1,Tilia euchlora,Lime - Caucasian,15,10,47,Mature,-0.155623,51.548566,"(51.548566, -0.155623)"
632,14946,Highways,1,Platanus x hispanica,London plane,21,15,66,Mature,-0.131427,51.522394,"(51.522394, -0.131427)"
633,14083,Parks,1,Tilia europaea,Lime - Common,24,13,66,Mature,-0.192356,51.552216,"(51.552216, -0.192356)"
634,19717,Housing,1,Fraxinus excelsior,Ash,15,7,28,Semi-mature,-0.186016,51.559009,"(51.559009, -0.186016)"
635,979,Highways,1,Tilia europaea,Lime - Common,12,7,41,Semi-mature,-0.14742,51.54471,"(51.54471, -0.14742)"
636,7706,Highways,1,Platanus x hispanica,London plane,20,11,61,Mature,-0.147744,51.53952,"(51.53952, -0.147744)"
637,11532,Highways,1,Platanus x hispanica,London plane,22,14,66,Mature,-0.128367,51.513754,"(51.513754, -0.128367)"
638,4198,Parks,1,Platanus x hispanica,London plane,14,10,58,Mature,-0.129467,51.532042,"(51.532042, -0.129467)"
639,23580,Highways,1,Tilia euchlora,Lime - Caucasian,12,6,37,Mature,-0.15833,51.541535,"(51.541535, -0.15833)"
640,7092,Highways,1,Platanus x hispanica,London plane,23,10,57,Mature,-0.129892,51.517996,"(51.517996, -0.129892)"
641,9872,Highways,1,Betula pendula,Birch - Silver,10,5,27,Semi-mature,-0.194497,51.54897,"(51.54897, -0.194497)"
642,10486,Highways,1,Platanus x hispanica,London plane,15,10,92,Mature,-0.160128,51.554036,"(51.554036, -0.160128)"
643,2968,Highways,1,Ginkgo biloba,Maidenhair tree,15,4,37,Mature,-0.165768,51.545189,"(51.545189, -0.165768)"
644,3900,Housing,1,Platanus x hispanica,London plane,21,11,98,Mature,-0.156018,51.545999,"(51.545999, -0.156018)"
645,19914,Highways,1,Fraxinus excelsior,Ash,12,7,46,Mature,-0.19446,51.541779,"(51.541779, -0.19446)"
